a0250,-1
a0251,1
a0252,1
a0253,-1
a0254,1
a0255,1
a0256,1
a0257,1
a0258,1
a0259,1
a0260,1
a0261,1
a0262,1
a0263,1
a0264,-1
a0265,1
a0266,-1
a0267,1
a0268,1
a0269,1
a0270,-1
a0271,-1
a0272,1
a0273,1
a0274,-1
a0275,1
a0276,1
a0277,1
a0278,1
a0279,1
a0280,1
a0281,1
a0282,1
a0283,-1
a0284,1
a0285,-1
a0286,1
a0287,-1
a0288,1
a0289,-1
a0290,-1
a0291,1
a0292,1
a0293,-1
a0294,-1
a0295,1
a0296,1
a0297,1
a0298,-1
a0299,-1
a0300,1
a0301,-1
a0302,-1
a0303,1
a0304,-1
a0305,1
a0306,1
a0307,1
a0308,1
a0309,-1
a0310,-1
a0311,-1
a0312,1
a0313,1
a0314,1
a0315,1
a0316,1
a0317,1
a0318,1
a0319,1
a0320,1
a0321,1
a0322,1
a0323,-1
a0324,1
a0325,-1
a0326,1
a0327,1
a0328,-1
a0329,-1
a0330,-1
a0331,1
a0332,-1
a0333,1
a0334,-1
a0335,1
a0336,1
a0337,-1
a0338,1
a0339,1
a0340,-1
a0341,1
a0342,-1
a0343,1
a0344,1
a0345,1
a0346,1
a0347,1
a0348,1
a0349,1
a0350,1
a0351,-1
a0352,-1
a0353,-1
a0354,1
a0355,-1
a0356,1
a0357,1
a0358,1
a0359,-1
a0360,1
a0361,-1
a0362,1
a0363,1
a0364,1
a0365,1
a0366,1
a0367,1
a0368,1
a0369,1
a0370,1
a0371,1
a0372,1
a0373,1
a0374,1
a0375,1
a0376,1
a0377,1
a0378,1
a0379,1
a0380,1
a0381,1
a0382,1
a0383,1
a0384,1
a0385,-1
a0386,-1
a0387,1
a0388,1
a0389,1
a0390,1
a0391,1
a0392,1
a0393,-1
a0394,1
a0395,1
a0396,1
a0397,1
a0398,1
a0399,1
a0400,1
a0401,-1
a0402,1
a0403,1
a0404,1
a0405,-1
a0406,-1
a0407,-1
a0408,-1
a0409,-1
